ID,TRL_TITL,TRIAL_ID,ENTRYNO,ENTRY,COUNTRY,LOCATION,DESCRIPTION,LONGITUDE,LATITUDE,AEZONE,YEAR,YIELD,YIELD2,DY_SK,PL_HT,E_HT,ASI,P_ASP,P_HARV,E_HARV,E_ASP,GWT,1000GWT,HUSK,RL,RLPER,SL,SLPER,E_ROT,RUST,BLIGHT,CURV,DIPLODIA,DM,ANTHESIS,STALK_ROT,STREAK,INSECT,MOIST,COBDAMCO,COBDAMRT,DEADHEART,SBDAMAT,BORERDMRAT,GLS,GTEXT,PLST
395,Hybrid Maize Trial (Yellow),M0207KEB,9,0107-47*,MALI,KEBILA,,-7.03,11.28,,2002,4177,,63.25,179,86,2.5,1.8,39,34,2.5,,,2.8,2.8,,2.8,,,,,,,,61,,,,24.2,,,,,,,,42
396,Hybrid Maize Trial (Yellow),M0207KEB,10,0107-50*,MALI,KEBILA,,-7.03,11.28,,2002,4407,,62.75,185,84,2.8,1.5,41,38,2.3,,,2.3,2.8,,3.3,,,,,,,,60,,,,23.9,,,,,,,,42
397,Hybrid Maize Trial (Yellow),M0207KEB,11,Oba Super II,MALI,KEBILA,,-7.03,11.28,,2002,4889,,62.25,193,86,3.0,1.8,37,36,2.3,,,2.3,1.8,,3.3,,,,,,,,59,,,,21.4,,,,,,,,41
398,Hybrid Maize Trial (Yellow),M0207KEB,12,Check,MALI,KEBILA,,-7.03,11.28,,2002,3730,,63.50,188,86,2.8,2.3,37,33,2.8,,,2.8,3.5,,4.0,,,,,,,,61,,,,22.4,,,,,,,,41
399,Mid-Altitude Hybrid Maize Trial,M0208KEB,1,9903-10,MALI,KEBILA,,-7.03,11.28,,2002,3060,,65.25,160,71,2.8,3.0,40,35,3.5,,,3.8,13.3,,11.5,,3.0,,,,,,63,,,,17.0,,,,,,,,42
400,Mid-Altitude Hybrid Maize Trial,M0208KEB,2,2004-9,MALI,KEBILA,,-7.03,11.28,,2002,3219,,65.50,159,65,2.8,2.5,36,33,3.0,,,3.0,10.3,,10.3,,2.0,,,,,,63,,,,15.6,,,,,,,,41
401,Mid-Altitude Hybrid Maize Trial,M0208KEB,3,9333-9B,MALI,KEBILA,,-7.03,11.28,,2002,3481,,68.25,182,82,2.8,3.0,41,35,3.0,,,3.0,13.3,,10.0,,1.5,,,,,,66,,,,18.1,,,,,,,,43
402,Mid-Altitude Hybrid Maize Trial,M0208KEB,4,2004-5,MALI,KEBILA,,-7.03,11.28,,2002,3150,,71.75,162,75,3.3,2.5,41,28,2.3,,,2.3,7.3,,4.3,,0.3,,,,,,69,,,,20.1,,,,,,,,39
403,Mid-Altitude Hybrid Maize Trial,M0208KEB,5,0102-4*,MALI,KEBILA,,-7.03,11.28,,2002,3270,,68.75,158,68,3.5,2.5,38,30,3.0,,,3.0,5.5,,4.0,,0.3,,,,,,65,,,,19.3,,,,,,,,40
404,Mid-Altitude Hybrid Maize Trial,M0208KEB,6,9715-5,MALI,KEBILA,,-7.03,11.28,,2002,3840,,66.75,180,86,2.5,2.0,38,37,2.3,,,2.3,5.8,,7.5,,1.8,,,,,,64,,,,19.3,,,,,,,,42
405,Mid-Altitude Hybrid Maize Trial,M0208KEB,7,9903-2,MALI,KEBILA,,-7.03,11.28,,2002,3644,,66.75,181,87,2.3,2.8,35,28,2.8,,,2.8,14.3,,10.5,,1.3,,,,,,65,,,,16.7,,,,,,,,36
406,Mid-Altitude Hybrid Maize Trial,M0208KEB,8,2002-14,MALI,KEBILA,,-7.03,11.28,,2002,4000,,66.25,175,76,1.5,2.5,36,35,3.0,,,3.3,13.0,,15.5,,1.3,,,,,,65,,,,16.2,,,,,,,,39
407,Mid-Altitude Hybrid Maize Trial,M0208KEB,9,2002-1,MALI,KEBILA,,-7.03,11.28,,2002,3754,,67.25,144,63,2.5,2.5,37,29,2.8,,,2.8,6.8,,6.8,,1.5,,,,,,65,,,,21.5,,,,,,,,40
408,Mid-Altitude Hybrid Maize Trial,M0208KEB,10,0101-3*,MALI,KEBILA,,-7.03,11.28,,2002,3708,,66.25,163,83,2.5,2.8,40,33,3.5,,,3.3,10.0,,9.3,,2.3,,,,,,64,,,,17.0,,,,,,,,42
409,Mid-Altitude Hybrid Maize Trial,M0208KEB,11,0101-5*,MALI,KEBILA,,-7.03,11.28,,2002,2822,,67.75,168,83,3.3,2.8,38,34,3.5,,,3.3,14.8,,13.3,,2.0,,,,,,65,,,,16.8,,,,,,,,42
410,Mid-Altitude Hybrid Maize Trial,M0208KEB,12,0101-4*,MALI,KEBILA,,-7.03,11.28,,2002,2843,,68.50,174,74,2.3,3.3,38,34,4.0,,,4.0,16.3,,14.5,,4.8,,,,,,66,,,,17.1,,,,,,,,42
411,Mid-Altitude Hybrid Maize Trial,M0208KEB,13,0102-3*,MALI,KEBILA,,-7.03,11.28,,2002,3637,,66.00,155,63,2.5,2.8,39,34,2.5,,,2.5,8.0,,7.5,,1.0,,,,,,64,,,,18.4,,,,,,,,42
412,Mid-Altitude Hybrid Maize Trial,M0208KEB,14,8535-23,MALI,KEBILA,,-7.03,11.28,,2002,4268,,66.50,172,81,1.5,2.5,38,37,2.8,,,2.8,10.3,,9.5,,1.0,,,,,,65,,,,17.6,,,,,,,,42
413,Mid-Altitude Hybrid Maize Trial,M0208KEB,15,Check,MALI,KEBILA,,-7.03,11.28,,2002,3389,,66.00,172,81,2.8,2.8,38,27,3.0,,,3.0,6.3,,5.3,,1.5,,,,,,63,,,,19.0,,,,,,,,39
414,Mid-Altitude Hybrid Maize Trial,M0208ST,1,9903-10,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2002,2736,,68.50,146,68,4.0,3.5,40,31,3.0,,,3.0,13.5,,13.8,,0.3,,,,,,65,,,,24.5,,,,,,,,42
415,Mid-Altitude Hybrid Maize Trial,M0208ST,2,2004-9,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2002,1995,,64.00,126,61,2.0,3.5,39,26,3.3,,,2.8,20.8,,2.5,,,,,,,,62,,,,21.7,,,,,,,,41
416,Mid-Altitude Hybrid Maize Trial,M0208ST,3,9333-9B,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2002,3602,,64.25,193,88,1.5,3.0,38,27,2.0,,,2.3,30.5,,3.3,,,,,,,,63,,,,21.2,,,,,,,,41
417,Mid-Altitude Hybrid Maize Trial,M0208ST,4,2004-5,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2002,3347,,67.00,155,66,2.5,3.0,40,36,2.3,,,2.8,23.5,,3.0,,,,,,,,65,,,,25.4,,,,,,,,42
418,Mid-Altitude Hybrid Maize Trial,M0208ST,5,0102-4*,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2002,2663,,69.25,170,88,5.0,3.0,41,34,2.5,,,3.0,12.8,,9.0,,,,,,,,64,,,,21.7,,,,,,,,42
419,Mid-Altitude Hybrid Maize Trial,M0208ST,6,9715-5,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2002,2975,,65.25,154,95,0.8,3.5,39,32,2.5,,,3.0,16.8,,6.5,,0.3,,,,,,65,,,,26.0,,,,,,,,44
420,Mid-Altitude Hybrid Maize Trial,M0208ST,7,9903-2,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2002,2722,,66.25,180,106,1.5,3.0,34,26,2.5,,,2.5,22.3,,2.5,,,,,,,,65,,,,19.9,,,,,,,,36
421,Mid-Altitude Hybrid Maize Trial,M0208ST,8,2002-14,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2002,3722,,62.75,139,74,1.0,2.8,38,30,2.3,,,2.8,24.8,,3.3,,,,,,,,62,,,,24.1,,,,,,,,42
422,Mid-Altitude Hybrid Maize Trial,M0208ST,9,2002-1,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2002,3424,,68.25,149,65,3.3,3.0,41,33,2.5,,,3.0,10.3,,3.8,,,,,,,,65,,,,22.1,,,,,,,,43
423,Mid-Altitude Hybrid Maize Trial,M0208ST,10,0101-3*,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2002,2249,,64.00,190,98,1.5,3.8,41,28,2.8,,,3.0,31.5,,2.3,,4.0,,,,,,63,,,,19.5,,,,,,,,42
424,Mid-Altitude Hybrid Maize Trial,M0208ST,11,0101-5*,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2002,3029,,63.25,172,94,2.3,3.0,37,28,2.5,,,2.8,30.3,,1.0,,1.0,,,,,,61,,,,19.5,,,,,,,,41
425,Mid-Altitude Hybrid Maize Trial,M0208ST,12,0101-4*,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2002,2673,,66.25,191,100,1.8,3.5,38,26,2.8,,,2.8,30.0,,1.5,,,,,,,,65,,,,21.1,,,,,,,,42
426,Mid-Altitude Hybrid Maize Trial,M0208ST,13,0102-3*,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2002,2881,,67.00,144,66,3.8,3.0,39,29,2.5,,,2.8,23.5,,9.8,,,,,,,,63,,,,25.2,,,,,,,,44
427,Mid-Altitude Hybrid Maize Trial,M0208ST,14,8535-23,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2002,2674,,66.00,166,100,2.3,3.3,39,27,2.5,,,2.8,16.3,,6.3,,0.3,,,,,,64,,,,20.8,,,,,,,,40
428,Mid-Altitude Hybrid Maize Trial,M0208ST,15,Check,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2002,2377,,68.00,186,91,3.3,3.0,35,27,2.8,,,2.8,14.5,,7.8,,0.8,,,,,,65,,,,22.1,,,,,,,,36
429,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215KEB,1,9801-10,MALI,KEBILA,,-7.03,11.28,,2002,3570,,65.25,148,60,1.0,2.8,37,34,3.0,,,3.0,3.8,,4.5,,0.3,,,,,,64,,,,19.8,,,,,,,,42
430,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215KEB,2,9801-11,MALI,KEBILA,,-7.03,11.28,,2002,4449,,64.00,186,78,2.0,2.0,37,34,2.5,,,2.8,6.5,,4.8,,1.0,,,,,,62,,,,18.8,,,,,,,,42
431,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215KEB,3,9802-30,MALI,KEBILA,,-7.03,11.28,,2002,3628,,65.75,154,65,2.3,2.3,37,34,3.0,,,3.3,3.3,,3.5,,0.5,,,,,,64,,,,18.3,,,,,,,,39
432,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215KEB,4,9803-2,MALI,KEBILA,,-7.03,11.28,,2002,3678,,65.75,156,63,2.5,2.8,36,28,2.5,,,2.8,1.5,,3.0,,0.3,,,,,,63,,,,18.4,,,,,,,,37
433,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215KEB,5,9803-6,MALI,KEBILA,,-7.03,11.28,,2002,4145,,67.25,163,66,1.8,2.0,36,35,2.5,,,2.8,1.3,,1.5,,0.5,,,,,,66,,,,18.4,,,,,,,,40
434,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215KEB,6,9803-9,MALI,KEBILA,,-7.03,11.28,,2002,4640,,65.25,168,68,1.3,2.3,36,33,2.5,,,2.8,4.3,,4.3,,1.0,,,,,,64,,,,17.8,,,,,,,,40
435,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215KEB,7,9803-15,MALI,KEBILA,,-7.03,11.28,,2002,5273,,64.00,174,79,1.3,2.0,39,36,2.0,,,2.0,4.8,,5.3,,,,,,,,63,,,,17.4,,,,,,,,41
436,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215KEB,8,DT-SR-W Co F2*,MALI,KEBILA,,-7.03,11.28,,2002,3743,,64.00,164,66,1.5,2.0,34,31,3.3,,,3.3,6.5,,4.5,,1.5,,,,,,63,,,,17.5,,,,,,,,38
437,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215KEB,9,DTSR-Y F2*,MALI,KEBILA,,-7.03,11.28,,2002,2191,,61.25,158,60,-1.0,2.5,31,21,3.5,,,3.8,7.5,,9.0,,1.5,,,,,,62,,,,16.4,,,,,,,,41
438,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215KEB,10,TZL COMP3 C2*,MALI,KEBILA,,-7.03,11.28,,2002,4027,,64.50,176,81,1.8,2.0,38,31,2.8,,,2.5,3.3,,2.0,,1.0,,,,,,63,,,,18.7,,,,,,,,40
439,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215KEB,11,TZL COMP4 C1,MALI,KEBILA,,-7.03,11.28,,2002,3437,,66.25,164,65,2.3,2.3,39,31,2.3,,,2.8,4.5,,2.0,,,,,,,,64,,,,19.7,,,,,,,,40
440,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215KEB,12,Oba Super I,MALI,KEBILA,,-7.03,11.28,,2002,3980,,65.75,154,58,1.8,2.0,39,34,2.5,,,3.3,3.5,,3.8,,1.0,,,,,,64,,,,18.5,,,,,,,,41
441,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215KEB,13,Oba Super II,MALI,KEBILA,,-7.03,11.28,,2002,4789,,63.25,175,77,1.8,1.3,38,39,2.5,,,2.5,1.8,,3.3,,0.5,,,,,,62,,,,18.4,,,,,,,,42
442,Late Maturing Drought Tolerant Opv And Hybrid Trial,M0215KEB,14,Check,MALI,KEBILA,,-7.03,11.28,,2002,3478,,64.50,178,74,1.8,2.8,36,25,2.8,,,2.8,6.0,,4.3,,0.3,,,,,,63,,,,19.3,,,,,,,,42
443,Hybrid Maize Trial (White),M0705KEB,1,LW0506-11,MALI,KEBILA,,-7.03,11.28,,2007,3417,,63.00,206,105,-0.3,1.3,16.5,24.3,1.3,,,,,,,,,,,,,,63,,,,14.4,,,,,,,,20
444,Hybrid Maize Trial (White),M0705KEB,2,LW0506-14,MALI,KEBILA,,-7.03,11.28,,2007,3311,,63.25,262,101,2.8,1.5,20.0,24.8,1.5,,,,,,,,,,,,,,61,,,,13.3,,,,,,,,22
445,Hybrid Maize Trial (White),M0705KEB,3,LW0506-15,MALI,KEBILA,,-7.03,11.28,,2007,2684,,61.25,254,91,,1.3,18.0,23.5,1.5,,,,,,,,,,,,,,61,,,,15.4,,,,,,,,21
446,Hybrid Maize Trial (White),M0705KEB,4,LW0506-16,MALI,KEBILA,,-7.03,11.28,,2007,3019,,64.00,243,76,4.8,1.5,15.3,19.5,2.0,,,,,,,,,,,,,,59,,,,11.6,,,,,,,,20
447,Hybrid Maize Trial (White),M0705KEB,5,LW0612-11,MALI,KEBILA,,-7.03,11.28,,2007,2938,,62.50,229,85,5.3,1.8,17.0,21.8,1.8,,,,,,,,,,,,,,57,,,,14.0,,,,,,,,21
448,Hybrid Maize Trial (White),M0705KEB,6,LW0618-14,MALI,KEBILA,,-7.03,11.28,,2007,3705,,63.50,230,92,2.5,1.3,14.5,17.5,1.5,,,,,,,,,,,,,,61,,,,13.5,,,,,,,,16
449,Hybrid Maize Trial (White),M0705KEB,7,LW0618-18,MALI,KEBILA,,-7.03,11.28,,2007,3757,,63.25,264,108,1.3,1.5,11.3,16.0,1.5,,,,,,,,,,,,,,62,,,,12.2,,,,,,,,11
450,Hybrid Maize Trial (White),M0705KEB,8,LW0618-30,MALI,KEBILA,,-7.03,11.28,,2007,3452,,62.50,222,95,3.3,1.5,13.3,16.3,1.8,,,,,,,,,,,,,,59,,,,13.1,,,,,,,,14
451,Hybrid Maize Trial (White),M0705KEB,9,LW0618-42,MALI,KEBILA,,-7.03,11.28,,2007,3942,,64.25,272,106,2.0,1.5,16.3,18.5,1.8,,,,,,,,,,,,,,62,,,,13.6,,,,,,,,20
452,Hybrid Maize Trial (White),M0705KEB,10,Oba Super I,MALI,KEBILA,,-7.03,11.28,,2007,2973,,63.75,251,97,2.0,1.0,17.5,22.0,1.0,,,,,,,,,,,,,,62,,,,13.6,,,,,,,,21
453,Hybrid Maize Trial (White),M0705KEB,11,Oba 98,MALI,KEBILA,,-7.03,11.28,,2007,3223,,63.00,255,98,4.8,1.5,16.8,19.5,1.8,,,,,,,,,,,,,,58,,,,13.1,,,,,,,,21
454,Hybrid Maize Trial (White),M0705KEB,12,Check,MALI,KEBILA,,-7.03,11.28,,2007,2699,,62.75,248,110,5.0,1.5,17.0,22.0,1.8,,,,,,,,,,,,,,58,,,,14.9,,,,,,,,22
455,Hybrid Maize Trial (Yellow),M0706KEB,1,LY0501-8,MALI,KEBILA,,-7.03,11.28,,2007,2709,,61.00,223,87,4.8,1.5,14,23,1.8,,,,3.0,,1.3,,,,,,,,56,,,,13.6,,,,,,,,21
456,Hybrid Maize Trial (Yellow),M0706KEB,2,LY0402-4,MALI,KEBILA,,-7.03,11.28,,2007,3905,,63.75,223,101,4.3,1.5,18,21,1.8,,,,1.8,,1.0,,,,,,,,60,,,,14.5,,,,,,,,22
457,Hybrid Maize Trial (Yellow),M0706KEB,3,LY0402-5,MALI,KEBILA,,-7.03,11.28,,2007,3373,,64.00,224,93,4.3,2.0,19,21,2.0,,,,2.0,,1.0,,,,,,,,60,,,,15.6,,,,,,,,22
458,Hybrid Maize Trial (Yellow),M0706KEB,4,LY0614-2,MALI,KEBILA,,-7.03,11.28,,2007,3457,,63.75,212,86,6.5,2.3,12,18,2.0,,,,2.0,,1.0,,,,,,,,57,,,,13.7,,,,,,,,19
459,Hybrid Maize Trial (Yellow),M0706KEB,5,LY0614-5,MALI,KEBILA,,-7.03,11.28,,2007,3273,,63.00,195,73,4.8,1.5,13,18,2.0,,,,2.0,,1.3,,,,,,,,58,,,,12.0,,,,,,,,19
460,Hybrid Maize Trial (Yellow),M0706KEB,6,LY0614-11,MALI,KEBILA,,-7.03,11.28,,2007,3468,,64.50,211,75,5.5,1.8,15,19,2.3,,,,1.8,,1.0,,,,,,,,59,,,,13.1,,,,,,,,21
461,Hybrid Maize Trial (Yellow),M0706KEB,7,LY0614-12,MALI,KEBILA,,-7.03,11.28,,2007,3156,,63.25,219,71,4.0,1.5,16,20,2.0,,,,2.0,,1.0,,,,,,,,59,,,,14.9,,,,,,,,21
462,Hybrid Maize Trial (Yellow),M0706KEB,8,Oba Super-II,MALI,KEBILA,,-7.03,11.28,,2007,2870,,64.00,232,76,4.8,1.5,17,22,1.8,,,,2.3,,1.0,,,,,,,,59,,,,23.4,,,,,,,,22
463,Hybrid Maize Trial (Yellow),M0706KEB,9,Suwan-1 SR,MALI,KEBILA,,-7.03,11.28,,2007,3177,,62.50,232,90,4.0,1.8,16,21,2.0,,,,2.0,,1.0,,,,,,,,59,,,,14.4,,,,,,,,21
464,Hybrid Maize Trial (Yellow),M0706KEB,10,Check,MALI,KEBILA,,-7.03,11.28,,2007,2219,,63.75,211,97,3.5,1.3,16,20,1.8,,,,2.0,,1.0,,,,,,,,60,,,,14.2,,,,,,,,19
465,Mid-Alt Maize Hybrid And Variety Trial,M0707KEB,1,MH0506-2,MALI,KEBILA,,-7.03,11.28,,2007,3136,,65.25,218,87,7.3,1.8,19.3,22,2.3,,,,,,,,,,,,,,58,,,,15,,,,,,,,22
466,Mid-Alt Maize Hybrid And Variety Trial,M0707KEB,2,MH0506-4,MALI,KEBILA,,-7.03,11.28,,2007,1971,,63.25,217,87,5.5,1.3,19.5,21,2.0,,,,,,,,,,,,,,58,,,,14,,,,,,,,21
467,Mid-Alt Maize Hybrid And Variety Trial,M0707KEB,3,MH0506-5,MALI,KEBILA,,-7.03,11.28,,2007,2683,,64.00,217,84,5.3,2.0,17.5,19,2.3,,,,,,,,,,,,,,59,,,,14,,,,,,,,22
468,Mid-Alt Maize Hybrid And Variety Trial,M0707KEB,4,MH0506-8,MALI,KEBILA,,-7.03,11.28,,2007,2723,,66.25,228,73,5.8,2.0,16.5,20,2.5,,,,,,,,,,,,,,61,,,,13,,,,,,,,20
469,Mid-Alt Maize Hybrid And Variety Trial,M0707KEB,5,MH0506-9,MALI,KEBILA,,-7.03,11.28,,2007,2243,,62.50,217,74,2.5,1.5,16.8,19,2.0,,,,,,,,,,,,,,60,,,,13,,,,,,,,20
470,Mid-Alt Maize Hybrid And Variety Trial,M0707KEB,6,MHM0601-4,MALI,KEBILA,,-7.03,11.28,,2007,3264,,65.50,212,93,4.0,1.8,17.0,20,2.3,,,,,,,,,,,,,,62,,,,12,,,,,,,,21
471,Mid-Alt Maize Hybrid And Variety Trial,M0707KEB,7,MHM0601-5,MALI,KEBILA,,-7.03,11.28,,2007,3481,,70.25,217,104,4.5,2.0,14.3,17,2.8,,,,,,,,,,,,,,66,,,,13,,,,,,,,18
472,Mid-Alt Maize Hybrid And Variety Trial,M0707KEB,8,MHM0607-26,MALI,KEBILA,,-7.03,11.28,,2007,3436,,66.75,230,91,4.0,1.5,18.0,20,2.5,,,,,,,,,,,,,,63,,,,14,,,,,,,,22
473,Mid-Alt Maize Hybrid And Variety Trial,M0707KEB,9,MHM0607-28,MALI,KEBILA,,-7.03,11.28,,2007,2737,,64.50,228,87,3.5,1.5,17.8,20,2.0,,,,,,,,,,,,,,61,,,,13,,,,,,,,22
474,Mid-Alt Maize Hybrid And Variety Trial,M0707KEB,10,MHM0607-29,MALI,KEBILA,,-7.03,11.28,,2007,2968,,66.00,211,82,4.8,1.8,16.8,19,2.3,,,,,,,,,,,,,,61,,,,13,,,,,,,,21
475,Mid-Alt Maize Hybrid And Variety Trial,M0707KEB,11,MV0501-4,MALI,KEBILA,,-7.03,11.28,,2007,3193,,67.75,208,76,6.5,1.8,18.3,21,2.0,,,,,,,,,,,,,,61,,,,14,,,,,,,,21
476,Mid-Alt Maize Hybrid And Variety Trial,M0707KEB,12,MV0501-7,MALI,KEBILA,,-7.03,11.28,,2007,2741,,67.25,216,90,4.3,1.8,17.5,21,2.5,,,,,,,,,,,,,,63,,,,13,,,,,,,,21
477,Mid-Alt Maize Hybrid And Variety Trial,M0707KEB,13,MV0501-9,MALI,KEBILA,,-7.03,11.28,,2007,2995,,66.75,215,89,3.8,1.5,14.0,18,2.3,,,,,,,,,,,,,,63,,,,13,,,,,,,,20
478,Mid-Alt Maize Hybrid And Variety Trial,M0707KEB,14,8535-23,MALI,KEBILA,,-7.03,11.28,,2007,2731,,65.25,232,96,3.5,1.5,18.0,22,2.5,,,,,,,,,,,,,,62,,,,13,,,,,,,,21
479,Mid-Alt Maize Hybrid And Variety Trial,M0707KEB,15,Check,MALI,KEBILA,,-7.03,11.28,,2007,1945,,64.25,219,73,4.8,1.5,14.5,17,2.5,,,,,,,,,,,,,,60,,,,15,,,,,,,,18
480,Evt-Isr (White),M0801DL,1,Low N Pool C3,MALI,DALABANI,,-9.45,10.47,Moist Savanna,2008,5413,,60.25,217.5,101.3,3.3,2.3,37.3,,2.3,,,2.5,10.3,,3.5,,0.0,,,,,,57.0,,,,29.0,,,,,,,,38.5
481,Evt-Isr (White),M0801DL,2,TZL Comp 3 C3,MALI,DALABANI,,-9.45,10.47,Moist Savanna,2008,6335,,59.50,225.0,103.8,3.3,2.3,34.3,,2.3,,,2.5,8.3,,1.5,,0.3,,,,,,56.3,,,,21.9,,,,,,,,37.0
482,Evt-Isr (White),M0801DL,3,TZL Comp. 4 C3,MALI,DALABANI,,-9.45,10.47,Moist Savanna,2008,7318,,59.50,222.5,100.0,2.8,2.0,33.8,,2.3,,,2.3,6.0,,3.3,,0.0,,,,,,56.8,,,,21.6,,,,,,,,36.0
483,Evt-Isr (White),M0801DL,4,Z.diplo-BC4-C3-W/DOGONA-1/Z.diplo-BC4-C3-W,MALI,DALABANI,,-9.45,10.47,Moist Savanna,2008,5785,,60.75,225.0,100.0,3.0,3.0,32.8,,2.8,,,3.3,10.0,,3.3,,0.0,,,,,,57.8,,,,22.2,,,,,,,,35.3
484,Evt-Isr (White),M0801DL,5,Obatanpa/TZLCOMP1SYNW-1/TZLCOMP1SYNW-1,MALI,DALABANI,,-9.45,10.47,Moist Savanna,2008,6618,,59.25,217.5,102.5,3.0,3.3,37.8,,3.5,,,2.5,12.8,,3.8,,0.3,,,,,,56.3,,,,26.3,,,,,,,,39.0
485,Evt-Isr (White),M0801DL,6,Obatanpa/ZEADIPLOSYNW-1/ZEADIPLOSYNW-1,MALI,DALABANI,,-9.45,10.47,Moist Savanna,2008,5660,,59.50,212.5,92.5,3.0,2.8,32.8,,2.5,,,3.3,10.0,,3.0,,0.3,,,,,,56.5,,,,22.1,,,,,,,,34.3
486,Evt-Isr (White),M0801DL,7,Obatanpa/TZLCOMP4C3F2/TZLCOMP4C3F2,MALI,DALABANI,,-9.45,10.47,Moist Savanna,2008,6760,,60.25,212.5,102.5,3.0,2.3,35.8,,2.3,,,3.0,10.5,,3.8,,0.0,,,,,,57.3,,,,27.5,,,,,,,,37.8
487,Evt-Isr (White),M0801DL,8,Obatanpa/TZLCOMP3C3F2/TZLCOMP3C3F2,MALI,DALABANI,,-9.45,10.47,Moist Savanna,2008,5968,,58.75,207.5,100.0,3.0,2.5,30.0,,2.8,,,2.5,17.3,,3.0,,0.3,,,,,,55.8,,,,21.5,,,,,,,,37.3
488,Evt-Isr (White),M0801DL,9,Obatanpa/IWDC2SYNF2/IWDC2SYNF2,MALI,DALABANI,,-9.45,10.47,Moist Savanna,2008,5813,,59.75,210.0,102.5,3.0,2.5,34.8,,2.8,,,3.3,12.0,,4.0,,0.3,,,,,,56.8,,,,20.5,,,,,,,,35.8
489,Evt-Isr (White),M0801DL,10,IWD C3 Syn ,MALI,DALABANI,,-9.45,10.47,Moist Savanna,2008,6393,,60.75,212.5,95.0,3.3,2.3,33.8,,2.3,,,2.5,7.5,,3.0,,0.0,,,,,,57.5,,,,24.7,,,,,,,,39.8
490,Evt-Isr (White),M0801DL,11,Obatanpa,MALI,DALABANI,,-9.45,10.47,Moist Savanna,2008,6470,,59.50,237.5,105.0,2.5,2.0,33.0,,2.3,,,2.0,18.8,,4.0,,0.0,,,,,,57.0,,,,23.6,,,,,,,,34.8
491,Evt-Isr (White),M0801DL,12,Oba Super I,MALI,DALABANI,,-9.45,10.47,Moist Savanna,2008,4658,,59.25,240.0,110.0,2.5,2.5,30.0,,2.5,,,3.0,11.3,,2.5,,0.3,,,,,,56.8,,,,22.5,,,,,,,,30.3
492,Evt-Isr (White),M0801FK,1,Low N Pool C3,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2008,4165,,65.50,142.3,52.5,-0.5,3.5,38.0,,3.3,,,1.8,,,,,0.0,,,,,,66.0,,,,18.0,,,,,,,,41.3
493,Evt-Isr (White),M0801FK,2,TZL Comp 3 C3,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2008,2740,,68.50,123.3,47.0,1.8,3.8,32.3,,3.5,,,2.3,,,,,0.3,,,,,,66.8,,,,19.3,,,,,,,,38.0
494,Evt-Isr (White),M0801FK,3,TZL Comp. 4 C3,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2008,3930,,66.50,162.3,65.5,1.8,3.0,32.3,,3.5,,,1.8,,,,,0.0,,,,,,64.8,,,,18.5,,,,,,,,39.3
495,Evt-Isr (White),M0801FK,4,Z.diplo-BC4-C3-W/DOGONA-1/Z.diplo-BC4-C3-W,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2008,2400,,69.50,135.8,50.3,1.8,3.8,29.5,,3.8,,,1.5,,,,,0.3,,,,,,67.8,,,,19.3,,,,,,,,36.5
496,Evt-Isr (White),M0801FK,5,Obatanpa/TZLCOMP1SYNW-1/TZLCOMP1SYNW-1,MALI,FINKOLO,,-5.51,11.27,Moist Savanna,2008,3778,,67.00,145.5,56.8,1.5,3.3,34.3,,3.3,,,1.5,,,,,0.3,,,,,,65.5,,,,20.2,,,,,,,,36.8
