ID,TRL_TITL,TRIAL_ID,ENTRYNO,ENTRY,COUNTRY,LOCATION,DESCRIPTION,LONGITUDE,LATITUDE,AEZONE,YEAR,YIELD,YIELD2,DY_SK,PL_HT,E_HT,ASI,P_ASP,P_HARV,E_HARV,E_ASP,GWT,1000GWT,HUSK,RL,RLPER,SL,SLPER,E_ROT,RUST,BLIGHT,CURV,DIPLODIA,DM,ANTHESIS,STALK_ROT,STREAK,INSECT,MOIST,COBDAMCO,COBDAMRT,DEADHEART,SBDAMAT,BORERDMRAT,GLS,GTEXT,PLST
1009,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB,17,PVA SYN-8  ,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,499,,68.00,154.7,44.3,5.0,2.4,8.7,,4.2,,,1.0,,,,,1.0,,,,,,63.0,,,,19.8,,,,,,,,15.9
1010,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB,18,Local Check,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1360,,65.00,177.3,58.3,4.0,4.0,13.8,,3.8,,,1.7,,,,,1.0,,,,,,61.0,,,,19.1,,,,,,,,22.7
1011,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB1,1,PVA SYN-13,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1117,,76.88,136.2,36.7,4.0,2.6,16.9,,3.1,,,1.0,,,,,1.0,,,,,,72.8,,,,19.0,,,,,,,,25.8
1012,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB1,2,PVA SYN-10        ,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1700,,74.59,157.2,47.3,4.3,2.7,22.3,,3.0,,,1.0,,,,,1.0,,,,,,70.3,,,,18.4,,,,,,,,28.8
1013,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB1,3,PVA SYN -3              ,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,707,,76.47,152.2,36.7,5.0,2.5,13.8,,3.6,,,1.0,,,,,1.0,,,,,,71.5,,,,19.3,,,,,,,,14.3
1014,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB1,4,PVA SYN-18  ,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,983,,76.91,145.1,60.0,5.0,2.8,18.1,,3.3,,,1.0,,,,,1.0,,,,,,71.8,,,,20.8,,,,,,,,23.6
1015,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB1,5,PVA SYN-19  ,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1207,,75.28,167.8,46.0,4.3,2.6,12.6,,3.4,,,1.3,,,,,1.3,,,,,,70.9,,,,19.5,,,,,,,,16.9
1016,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB1,6,PVA SYN-11,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,367,,79.12,145.5,50.0,4.7,2.4,4.3,,3.6,,,1.4,,,,,1.0,,,,,,74.5,,,,20.6,,,,,,,,4.6
1017,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB1,7,F2A090528 ,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1300,,74.09,138.8,50.0,4.7,2.6,13.6,,3.5,,,1.0,,,,,1.0,,,,,,69.5,,,,19.0,,,,,,,,20.0
1018,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB1,8,AFLATOXIN SYN YF2,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,707,,74.82,165.4,53.3,4.7,2.6,15.6,,3.9,,,1.3,,,,,1.0,,,,,,70.2,,,,20.0,,,,,,,,24.5
1019,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB1,9,PVA SYN 9 F2,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1363,,79.09,137.2,41.7,4.0,2.2,14.7,,3.3,,,1.0,,,,,1.3,,,,,,75.1,,,,21.0,,,,,,,,29.5
1020,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB1,10,PVA SYN 4 F2,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1233,,77.37,150.4,53.3,4.0,2.7,25.1,,3.3,,,1.0,,,,,1.0,,,,,,73.5,,,,18.3,,,,,,,,35.4
1021,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB1,11,ACR.91 SWWAN 1-SR C1 ,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1087,,75.95,141.6,60.0,5.7,2.4,20.0,,3.5,,,1.0,,,,,1.0,,,,,,70.4,,,,19.4,,,,,,,,29.3
1022,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB1,12,PVASYNHGA,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,843,,76.41,143.7,58.3,1.7,2.4,15.9,,3.2,,,1.0,,,,,1.0,,,,,,74.7,,,,19.5,,,,,,,,28.0
1023,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB1,13,PVASYNHGB,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1620,,75.53,151.3,46.7,4.3,2.7,15.8,,3.0,,,1.3,,,,,1.0,,,,,,71.2,,,,17.8,,,,,,,,33.4
1024,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB1,14,PVA SYN-21,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,940,,75.45,149.1,36.7,4.7,2.8,16.2,,4.1,,,1.3,,,,,1.0,,,,,,70.8,,,,20.1,,,,,,,,26.8
1025,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB1,15,PVA SYN-22,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1023,,76.96,161.2,46.7,5.7,2.7,11.7,,3.4,,,1.0,,,,,1.0,,,,,,71.1,,,,18.6,,,,,,,,26.3
1026,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB1,16,PVA SYN -2 ,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1327,,72.52,179.1,50.0,4.3,3.2,21.8,,3.3,,,1.0,,,,,1.0,,,,,,68.0,,,,18.4,,,,,,,,31.4
1027,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB1,17,PVA SYN-8  ,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,573,,74.00,136.8,40.0,4.0,3.2,9.8,,3.4,,,1.3,,,,,1.0,,,,,,69.9,,,,19.7,,,,,,,,14.2
1028,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB1,18,Local Check,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1440,,75.25,155.9,43.3,5.3,3.0,15.8,,2.9,,,1.0,,,,,1.0,,,,,,70.0,,,,19.9,,,,,,,,26.6
1029,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB2,1,PVA SYN-13,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1730,,64.65,167.7,51.0,5.3,3.1,21.2,,3.3,,,1.0,,,,,0.9,,,,,,59.3,,,,19.8,,,,,,,,23.6
1030,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB2,2,PVA SYN-10        ,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1979,,69.45,163.8,52.9,5.1,3.2,25.5,,3.7,,,1.0,,,,,1.0,,,,,,64.3,,,,19.1,,,,,,,,28.4
1031,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB2,3,PVA SYN -3              ,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,842,,70.56,190.1,43.3,4.6,3.0,12.4,,4.0,,,1.4,,,,,1.0,,,,,,66.0,,,,20.1,,,,,,,,13.0
1032,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB2,4,PVA SYN-18  ,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1610,,71.45,165.2,53.9,4.7,2.9,17.6,,3.3,,,1.4,,,,,1.0,,,,,,66.7,,,,20.9,,,,,,,,18.5
1033,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB2,5,PVA SYN-19  ,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1616,,70.62,157.9,52.8,4.6,3.1,21.6,,3.7,,,1.3,,,,,1.0,,,,,,66.0,,,,19.7,,,,,,,,23.1
1034,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB2,6,PVA SYN-11,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,903,,67.72,153.4,49.5,3.4,3.2,8.1,,3.3,,,1.3,,,,,1.1,,,,,,64.3,,,,19.9,,,,,,,,11.5
1035,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB2,7,F2A090528 ,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1548,,70.02,164.5,62.8,6.0,2.7,25.2,,3.7,,,1.3,,,,,1.0,,,,,,64.0,,,,18.7,,,,,,,,26.0
1036,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB2,8,AFLATOXIN SYN YF2,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1714,,69.26,149.3,50.6,7.0,3.0,18.2,,3.3,,,1.7,,,,,1.0,,,,,,62.3,,,,20.5,,,,,,,,19.8
1037,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB2,9,PVA SYN 9 F2,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,2146,,64.24,172.6,55.1,5.0,2.7,26.4,,3.3,,,1.3,,,,,1.0,,,,,,59.3,,,,20.9,,,,,,,,29.3
1038,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB2,10,PVA SYN 4 F2,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,2017,,60.23,172.5,67.0,5.3,3.4,22.5,,3.3,,,1.8,,,,,1.0,,,,,,55.0,,,,20.4,,,,,,,,24.2
1039,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB2,11,ACR.91 SWWAN 1-SR C1 ,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1489,,71.18,137.5,46.4,5.3,3.0,18.2,,3.7,,,1.1,,,,,1.0,,,,,,66.0,,,,19.4,,,,,,,,20.5
1040,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB2,12,PVASYNHGA,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1712,,63.06,142.1,53.2,6.0,2.8,20.1,,3.7,,,1.3,,,,,1.3,,,,,,57.0,,,,19.1,,,,,,,,22.9
1041,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB2,13,PVASYNHGB,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1554,,71.23,172.5,53.5,5.3,3.7,19.7,,3.3,,,1.6,,,,,1.0,,,,,,66.0,,,,20.1,,,,,,,,23.7
1042,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB2,14,PVA SYN-21,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1768,,65.16,168.4,56.2,5.0,3.5,21.3,,3.7,,,1.0,,,,,1.0,,,,,,60.0,,,,19.6,,,,,,,,22.8
1043,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB2,15,PVA SYN-22,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,949,,71.46,160.6,49.8,5.4,2.7,14.5,,4.0,,,0.9,,,,,2.0,,,,,,66.0,,,,19.4,,,,,,,,17.2
1044,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB2,16,PVA SYN -2 ,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,2095,,69.27,167.1,58.6,5.3,3.4,25.9,,3.7,,,1.9,,,,,1.0,,,,,,64.0,,,,20.2,,,,,,,,26.6
1045,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB2,17,PVA SYN-8  ,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1321,,69.34,129.1,42.7,5.3,3.0,18.6,,3.7,,,1.3,,,,,0.9,,,,,,64.0,,,,17.8,,,,,,,,20.5
1046,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502KEB2,18,Local Check,MALI,KEBILA,,-7.03,11.28,Dry Savanna,2015,1883,,65.08,182.0,50.2,5.4,3.2,18.7,,3.0,,,1.4,,,,,1.0,,,,,,59.7,,,,20.4,,,,,,,,20.9
1047,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST1,1,PVA SYN-13,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,1790,,66.67,166.4,87.1,1.0,1.8,11.7,,2.0,,,1.5,0.5,,1.0,,,,,,,,65.7,,,,20.0,,,,,,,,15.1
1048,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST1,2,PVA SYN-10        ,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,1940,,62.67,165.0,82.0,1.0,1.2,14.0,,2.3,,,1.3,0.5,,1.0,,,,,,,,61.7,,,,18.1,,,,,,,,20.7
1049,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST1,3,PVA SYN -3              ,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,1947,,64.67,154.4,86.1,0.7,1.4,12.7,,2.0,,,2.1,0.5,,2.7,,,,,,,,64.0,,,,19.1,,,,,,,,14.4
1050,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST1,4,PVA SYN-18  ,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,2827,,64.67,165.2,86.1,1.0,1.1,23.0,,2.0,,,1.7,0.6,,0.7,,,,,,,,63.7,,,,24.3,,,,,,,,25.2
1051,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST1,5,PVA SYN-19  ,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,2867,,62.33,175.1,84.2,1.3,1.7,20.0,,2.0,,,1.7,0.5,,2.0,,,,,,,,61.0,,,,17.0,,,,,,,,23.3
1052,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST1,6,PVA SYN-11,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,797,,64.33,165.2,84.5,1.7,1.3,7.0,,2.0,,,2.0,0.5,,1.0,,,,,,,,62.7,,,,23.9,,,,,,,,9.5
1053,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST1,7,F2A090528 ,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,2877,,61.00,156.6,80.1,0.3,0.9,23.3,,2.0,,,1.6,0.5,,1.0,,,,,,,,60.7,,,,18.3,,,,,,,,26.4
1054,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST1,8,AFLATOXIN SYN YF2,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,2450,,64.00,156.3,81.3,-1.0,1.2,18.0,,2.0,,,1.6,0.5,,1.0,,,,,,,,65.0,,,,23.2,,,,,,,,21.2
1055,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST1,9,PVA SYN 9 F2,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,1300,,62.67,169.7,75.4,2.0,1.3,10.3,,2.0,,,1.7,0.5,,1.0,,,,,,,,60.7,,,,24.1,,,,,,,,12.5
1056,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST1,10,PVA SYN 4 F2,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,2380,,64.33,150.6,88.9,1.0,1.4,18.3,,2.0,,,1.3,0.6,,3.0,,,,,,,,63.3,,,,23.0,,,,,,,,23.7
1057,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST1,11,ACR.91 SWWAN 1-SR C1 ,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,3103,,63.00,157.4,83.9,0.3,1.0,23.3,,2.0,,,1.7,0.5,,1.7,,,,,,,,62.7,,,,18.5,,,,,,,,29.0
1058,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST1,12,PVASYNHGA,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,2530,,65.33,167.0,86.1,1.3,1.2,21.7,,2.3,,,1.6,0.5,,3.7,,,,,,,,64.0,,,,21.3,,,,,,,,23.4
1059,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST1,13,PVASYNHGB,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,1710,,66.00,141.9,67.6,2.0,1.3,16.0,,2.0,,,2.1,0.5,,5.0,,,,,,,,64.0,,,,19.1,,,,,,,,16.5
1060,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST1,14,PVA SYN-21,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,1293,,63.33,148.7,70.8,1.7,1.3,13.7,,2.0,,,1.6,0.5,,1.3,,,,,,,,61.7,,,,24.9,,,,,,,,14.8
1061,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST1,15,PVA SYN-22,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,2533,,64.00,177.7,97.7,0.7,1.1,20.3,,2.0,,,2.0,0.6,,5.7,,,,,,,,63.3,,,,22.2,,,,,,,,21.6
1062,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST1,16,PVA SYN -2 ,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,2180,,62.00,154.0,73.7,1.7,1.7,15.0,,2.0,,,1.7,0.5,,1.7,,,,,,,,60.3,,,,19.4,,,,,,,,17.5
1063,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST1,17,PVA SYN-8  ,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,2187,,61.00,162.2,76.2,0.3,1.2,17.7,,2.0,,,1.9,0.5,,1.0,,,,,,,,60.7,,,,20.5,,,,,,,,18.6
1064,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST1,18,Local Check,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,2827,,63.67,163.1,80.1,1.7,1.5,21.7,,2.0,,,2.1,0.5,,3.0,,,,,,,,62.0,,,,16.6,,,,,,,,25.0
1065,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST,1,PVA SYN-13,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,641.0,,58.62,171.7,63.3,1.0,3.3,10.9,,3.8,,,3.9,,,,,1.0,,,,,,57.7,,,,15.6,,,,,,,,11.7
1066,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST,2,PVA SYN-10        ,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,792.4,,59.33,153.3,55.0,1.0,2.3,14.9,,2.8,,,3.6,,,,,1.0,,,,,,58.3,,,,18.6,,,,,,,,16.5
1067,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST,3,PVA SYN -3              ,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,400.8,,59.32,160.0,56.7,1.7,2.3,6.0,,3.5,,,3.7,,,,,1.0,,,,,,57.7,,,,16.0,,,,,,,,9.6
1068,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST,4,PVA SYN-18  ,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,516.5,,59.94,178.3,73.3,1.3,2.7,9.1,,3.7,,,4.3,,,,,1.0,,,,,,58.7,,,,17.6,,,,,,,,10.4
1069,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST,5,PVA SYN-19  ,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,349.5,,59.41,166.7,68.3,1.3,2.3,11.0,,3.6,,,3.4,,,,,1.0,,,,,,58.0,,,,15.6,,,,,,,,12.0
1070,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST,6,PVA SYN-11,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,274.1,,60.77,156.7,60.0,2.0,2.3,4.7,,3.2,,,4.0,,,,,1.0,,,,,,58.7,,,,14.6,,,,,,,,6.6
1071,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST,7,F2A090528 ,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,771.1,,59.30,158.3,61.7,2.0,3.0,14.9,,3.9,,,3.7,,,,,1.0,,,,,,57.3,,,,16.6,,,,,,,,16.9
1072,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST,8,AFLATOXIN SYN YF2,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,737.3,,59.32,151.7,50.0,2.0,3.0,11.2,,4.0,,,3.6,,,,,1.3,,,,,,57.3,,,,15.2,,,,,,,,13.6
1073,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST,9,PVA SYN 9 F2,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,575.2,,60.11,168.3,60.0,2.0,3.0,15.8,,3.3,,,3.3,,,,,1.3,,,,,,58.0,,,,16.6,,,,,,,,18.5
1074,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST,10,PVA SYN 4 F2,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,786.1,,59.37,156.7,63.3,1.3,2.7,15.6,,2.8,,,3.3,,,,,1.0,,,,,,58.0,,,,19.7,,,,,,,,15.4
1075,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST,11,ACR.91 SWWAN 1-SR C1 ,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,403.3,,60.02,175.0,66.7,2.0,2.3,4.8,,3.5,,,3.3,,,,,1.0,,,,,,58.0,,,,16.0,,,,,,,,6.8
1076,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST,12,PVASYNHGA,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,791.7,,59.25,160.0,63.3,2.3,2.7,14.0,,3.6,,,3.6,,,,,1.3,,,,,,57.0,,,,17.5,,,,,,,,16.7
1077,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST,13,PVASYNHGB,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,339.9,,61.05,166.7,61.7,1.7,3.3,12.6,,4.4,,,4.1,,,,,1.0,,,,,,59.3,,,,16.2,,,,,,,,14.8
1078,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST,14,PVA SYN-21,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,743.3,,60.29,166.7,65.0,2.0,2.7,16.4,,3.8,,,4.1,,,,,1.3,,,,,,58.3,,,,16.3,,,,,,,,17.7
1079,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST,15,PVA SYN-22,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,659.0,,58.68,175.0,70.0,0.7,2.0,12.0,,3.3,,,3.7,,,,,1.3,,,,,,58.0,,,,15.4,,,,,,,,14.6
1080,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST,16,PVA SYN -2 ,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,883.9,,60.00,168.3,68.3,2.0,1.7,12.0,,3.4,,,3.3,,,,,1.0,,,,,,58.0,,,,15.6,,,,,,,,15.6
1081,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST,17,PVA SYN-8  ,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,545.5,,58.89,163.3,61.7,1.3,1.7,6.2,,3.7,,,3.9,,,,,1.0,,,,,,57.7,,,,17.1,,,,,,,,7.8
1082,"Evt-Lsr-Y (Late-Maturing, Yellow-Grain Varieties)",M1502ST,18,Local Check,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2015,645.9,,59.33,160.0,51.7,1.3,2.7,12.3,,3.6,,,3.8,,,,,1.0,,,,,,58.0,,,,15.2,,,,,,,,13.6
1083,Hybrid Maize Trial (Yellow),M1506DL,1,LY0905-34,MALI,DALABANI,,-9.45,10.47,,2015,4629,,59.02,166.7,66.7,0.0,1.7,11.1,,2.0,,,1.0,0.9,,1.7,,,,,,,,59.0,,,,21.5,,,,,,,,11.5
1084,Hybrid Maize Trial (Yellow),M1506DL,2,LY1302-9,MALI,DALABANI,,-9.45,10.47,,2015,4365,,61.37,165.0,71.7,1.7,1.7,11.1,,2.4,,,1.7,1.0,,2.0,,,,,,,,59.7,,,,20.5,,,,,,,,13.7
1085,Hybrid Maize Trial (Yellow),M1506DL,3,LY1312-4,MALI,DALABANI,,-9.45,10.47,,2015,6350,,59.97,166.7,68.3,0.3,2.0,12.0,,2.0,,,1.7,1.0,,2.0,,,,,,,,59.7,,,,20.6,,,,,,,,12.9
1086,Hybrid Maize Trial (Yellow),M1506DL,4,LY1312-9,MALI,DALABANI,,-9.45,10.47,,2015,4886,,60.33,170.0,71.7,0.7,1.3,10.7,,2.3,,,1.0,1.0,,1.3,,,,,,,,59.7,,,,20.2,,,,,,,,11.6
1087,Hybrid Maize Trial (Yellow),M1506DL,5,LY1312-11,MALI,DALABANI,,-9.45,10.47,,2015,5345,,59.63,150.0,56.7,0.3,2.0,11.6,,2.0,,,1.0,1.3,,2.0,,,,,,,,59.3,,,,21.7,,,,,,,,13.4
1088,Hybrid Maize Trial (Yellow),M1506DL,6,LY1312-12,MALI,DALABANI,,-9.45,10.47,,2015,5443,,62.34,160.0,73.3,1.3,1.7,11.9,,2.0,,,1.3,1.0,,1.3,,,,,,,,61.0,,,,20.2,,,,,,,,14.8
1089,Hybrid Maize Trial (Yellow),M1506DL,7,LY1312-25,MALI,DALABANI,,-9.45,10.47,,2015,4697,,60.33,151.7,63.3,0.7,2.3,13.8,,2.0,,,1.0,1.0,,1.7,,,,,,,,59.7,,,,24.0,,,,,,,,14.2
1090,Hybrid Maize Trial (Yellow),M1506DL,8,LY1312-28,MALI,DALABANI,,-9.45,10.47,,2015,6127,,60.37,173.3,83.3,1.4,2.0,13.5,,2.0,,,1.0,1.0,,1.7,,,,,,,,59.0,,,,20.2,,,,,,,,14.4
1091,Hybrid Maize Trial (Yellow),M1506DL,9,LY1312-30,MALI,DALABANI,,-9.45,10.47,,2015,6111,,61.41,160.0,70.0,0.7,1.7,13.0,,2.0,,,1.0,0.9,,1.7,,,,,,,,60.7,,,,19.8,,,,,,,,14.1
1092,Hybrid Maize Trial (Yellow),M1506DL,10,LY1303-5,MALI,DALABANI,,-9.45,10.47,,2015,6098,,60.36,168.3,70.0,1.3,2.0,13.4,,2.0,,,2.7,1.0,,1.3,,,,,,,,59.0,,,,22.1,,,,,,,,15.2
1093,Hybrid Maize Trial (Yellow),M1506DL,11,LY1303-18,MALI,DALABANI,,-9.45,10.47,,2015,6903,,61.29,156.7,66.7,0.7,1.3,13.0,,2.0,,,1.0,1.0,,2.0,,,,,,,,60.7,,,,21.1,,,,,,,,14.4
